person_id,age_band,gender,region,education,policy_support_0_10,selection_propensity,sampled,poststrat_weight,raked_weight
P29380,45-59,Woman,South,No degree,4.3,0.043192,1,0.8886324786324786,0.9503529957055676
P29388,30-44,Woman,Midlands,Degree,4.9,0.057214,1,0.6961,0.6738230869993773
P29418,45-59,Woman,Scotland/Wales,No degree,5.5,0.038239,1,0.8886324786324786,1.0448164522935846
P29421,45-59,Man,South,Degree,7.9,0.061237,1,0.6375257731958762,0.593083312363701
P29483,30-44,Woman,Midlands,No degree,7.3,0.038239,1,1.0373821989528795,1.0797299063318317
P29511,60+,Woman,South,No degree,3.9,0.01841,1,2.3322522522522524,2.1037967039270837
P29532,30-44,Woman,Midlands,No degree,8.0,0.038239,1,1.0373821989528795,1.0797299063318317
P29567,45-59,Woman,South,No degree,7.9,0.043192,1,0.8886324786324786,0.9503529957055676
P29568,30-44,Woman,Scotland/Wales,No degree,3.8,0.033374,1,1.0373821989528795,1.2103502094829488
P29575,60+,Woman,Scotland/Wales,No degree,8.9,0.015204,1,2.3322522522522524,2.312910485342466
P29579,45-59,Man,South,No degree,6.2,0.043192,1,0.8886324786324786,0.9503529957055676
P29582,18-29,Man,South,Degree,4.7,0.053563,1,0.8527935222672065,0.7795868891990588
P29585,45-59,Man,London,Degree,6.2,0.067212,1,0.6375257731958762,0.49774176327748904
P29611,60+,Man,North,No degree,7.9,0.01841,1,2.3322522522522524,2.0200816345539305
P29636,30-44,Woman,South,Degree,8.5,0.057214,1,0.6961,0.6870474807172545
P29647,45-59,Man,South,No degree,8.2,0.043192,1,0.8886324786324786,0.9503529957055676
P29653,60+,Woman,Scotland/Wales,No degree,3.7,0.015204,1,2.3322522522522524,2.312910485342466
P29667,30-44,Woman,North,No degree,3.4,0.038239,1,1.0373821989528795,1.0571123461325747
P29679,18-29,Man,London,Degree,1.6,0.060918,1,0.8527935222672065,0.6542638188747341
P29728,45-59,Woman,North,Degree,4.9,0.061237,1,0.6375257731958762,0.5694831182261657
P29740,18-29,Woman,South,No degree,3.0,0.034173,1,1.099366515837104,1.249205162442292
P29764,60+,Man,South,Degree,8.8,0.035381,1,0.9024852071005918,1.3129087016541312
P29779,45-59,Man,Midlands,Degree,4.9,0.061237,1,0.6375257731958762,0.5816675551557531
P29828,18-29,Woman,Scotland/Wales,No degree,5.8,0.029482,1,1.099366515837104,1.3733740114543207
P29871,30-44,Man,Scotland/Wales,Degree,7.8,0.052804,1,0.6961,0.7553388210528066
P29890,45-59,Woman,Midlands,No degree,8.5,0.043192,1,0.8886324786324786,0.9320604576512047
P29943,45-59,Woman,North,No degree,6.0,0.043192,1,0.8886324786324786,0.9125361920115775
P30005,60+,Woman,Midlands,No degree,5.3,0.01841,1,2.3322522522522524,2.0633025070979794
P30012,45-59,Woman,South,No degree,6.0,0.043192,1,0.8886324786324786,0.9503529957055676
P30037,18-29,Woman,Scotland/Wales,Degree,2.5,0.048894,1,0.8527935222672065,0.8570764879031357
P30050,30-44,Woman,North,Degree,6.8,0.057214,1,0.6961,0.6597082290664027
P30078,30-44,Woman,North,No degree,5.7,0.038239,1,1.0373821989528795,1.0571123461325747
P30098,30-44,Woman,South,Degree,5.5,0.057214,1,0.6961,0.6870474807172545
P30173,18-29,Woman,London,No degree,6.8,0.042779,1,1.099366515837104,1.0483882572438128
P30190,18-29,Man,South,Degree,4.7,0.053563,1,0.8527935222672065,0.7795868891990588
P30216,45-59,Woman,London,Degree,5.3,0.067212,1,0.6375257731958762,0.49774176327748904
P30309,60+,Man,Midlands,Degree,8.6,0.035381,1,0.9024852071005918,1.2876376365915312
P30312,60+,Man,South,Degree,7.8,0.035381,1,0.9024852071005918,1.3129087016541312
P30319,45-59,Man,North,No degree,5.9,0.043192,1,0.8886324786324786,0.9125361920115775
P30321,18-29,Woman,Scotland/Wales,No degree,3.4,0.029482,1,1.099366515837104,1.3733740114543207
P30335,30-44,Man,London,No degree,5.7,0.046879,1,1.0373821989528795,0.9239412834314563
P30344,30-44,Man,South,Degree,4.3,0.057214,1,0.6961,0.6870474807172545
P30425,45-59,Man,London,Degree,6.3,0.067212,1,0.6375257731958762,0.49774176327748904
P30435,45-59,Woman,Midlands,No degree,6.3,0.043192,1,0.8886324786324786,0.9320604576512047
P30452,30-44,Man,South,Degree,1.5,0.057214,1,0.6961,0.6870474807172545
P30489,30-44,Woman,North,No degree,6.2,0.038239,1,1.0373821989528795,1.0571123461325747
P30543,45-59,Woman,North,No degree,4.5,0.043192,1,0.8886324786324786,0.9125361920115775
P30551,45-59,Woman,London,Degree,6.0,0.067212,1,0.6375257731958762,0.49774176327748904
P30552,45-59,Woman,North,No degree,7.2,0.043192,1,0.8886324786324786,0.9125361920115775
P30563,18-29,Man,North,No degree,6.2,0.034173,1,1.099366515837104,1.1994963209748883
P30589,60+,Woman,North,No degree,8.6,0.01841,1,2.3322522522522524,2.0200816345539305
P30600,45-59,Man,South,No degree,3.2,0.043192,1,0.8886324786324786,0.9503529957055676
P30660,18-29,Woman,South,Degree,5.0,0.053563,1,0.8527935222672065,0.7795868891990588
P30688,45-59,Man,Scotland/Wales,No degree,5.7,0.038239,1,0.8886324786324786,1.0448164522935846
P30692,30-44,Man,North,No degree,3.5,0.038239,1,1.0373821989528795,1.0571123461325747
P30706,30-44,Woman,Scotland/Wales,Degree,5.8,0.052804,1,0.6961,0.7553388210528066
P30718,45-59,Man,North,Degree,8.2,0.061237,1,0.6375257731958762,0.5694831182261657
P30787,30-44,Man,London,No degree,5.5,0.046879,1,1.0373821989528795,0.9239412834314563
P30836,60+,Woman,Scotland/Wales,No degree,5.4,0.015204,1,2.3322522522522524,2.312910485342466
P30870,30-44,Man,North,Degree,3.2,0.057214,1,0.6961,0.6597082290664027
P30916,45-59,Man,South,Degree,4.1,0.061237,1,0.6375257731958762,0.593083312363701
P30954,45-59,Man,Midlands,Degree,9.2,0.061237,1,0.6375257731958762,0.5816675551557531
P31022,45-59,Man,South,No degree,5.0,0.043192,1,0.8886324786324786,0.9503529957055676
P31029,30-44,Man,North,No degree,4.1,0.038239,1,1.0373821989528795,1.0571123461325747
P31130,18-29,Man,South,No degree,5.0,0.034173,1,1.099366515837104,1.249205162442292
P31141,30-44,Non-binary / other,South,No degree,8.2,0.038239,1,1.0373821989528795,1.1009205922340977
P31153,30-44,Man,Midlands,Degree,5.9,0.057214,1,0.6961,0.6738230869993773
P31178,30-44,Man,North,Degree,8.2,0.057214,1,0.6961,0.6597082290664027
P31212,30-44,Woman,London,Degree,7.0,0.063968,1,0.6961,0.5766006518454402
P31280,45-59,Woman,North,Degree,5.0,0.061237,1,0.6375257731958762,0.5694831182261657
P31289,45-59,Woman,South,Degree,7.3,0.061237,1,0.6375257731958762,0.593083312363701
P31318,60+,Woman,North,No degree,6.3,0.01841,1,2.3322522522522524,2.0200816345539305
P31327,18-29,Woman,Scotland/Wales,No degree,3.2,0.029482,1,1.099366515837104,1.3733740114543207
P31346,30-44,Man,South,No degree,8.3,0.038239,1,1.0373821989528795,1.1009205922340977
P31376,18-29,Man,North,No degree,5.1,0.034173,1,1.099366515837104,1.1994963209748883
P31387,18-29,Man,South,No degree,7.2,0.034173,1,1.099366515837104,1.249205162442292
P31453,30-44,Woman,North,No degree,4.5,0.038239,1,1.0373821989528795,1.0571123461325747
P31462,18-29,Man,South,No degree,7.9,0.034173,1,1.099366515837104,1.249205162442292
P31492,18-29,Woman,North,Degree,5.9,0.053563,1,0.8527935222672065,0.7485652746153514
P31502,60+,Woman,South,Degree,6.2,0.035381,1,0.9024852071005918,1.3129087016541312
P31535,18-29,Woman,Scotland/Wales,No degree,7.5,0.029482,1,1.099366515837104,1.3733740114543207
P31584,30-44,Man,Midlands,No degree,3.7,0.038239,1,1.0373821989528795,1.0797299063318317
P31677,45-59,Woman,Midlands,No degree,7.6,0.043192,1,0.8886324786324786,0.9320604576512047
P31690,45-59,Man,North,Degree,3.2,0.061237,1,0.6375257731958762,0.5694831182261657
P31802,30-44,Man,Scotland/Wales,Degree,5.7,0.052804,1,0.6961,0.7553388210528066
P31892,60+,Man,Midlands,No degree,5.6,0.01841,1,2.3322522522522524,2.0633025070979794
P31950,18-29,Woman,North,No degree,6.1,0.034173,1,1.099366515837104,1.1994963209748883
P31967,18-29,Man,London,Degree,5.6,0.060918,1,0.8527935222672065,0.6542638188747341
P31975,60+,Man,South,No degree,5.3,0.01841,1,2.3322522522522524,2.1037967039270837
P31991,18-29,Woman,Midlands,Degree,4.6,0.053563,1,0.8527935222672065,0.7645812829645364
P32006,30-44,Woman,North,No degree,5.7,0.038239,1,1.0373821989528795,1.0571123461325747
P32045,45-59,Man,Scotland/Wales,Degree,4.7,0.057214,1,0.6375257731958762,0.6520347756449332
P32067,30-44,Woman,Midlands,Degree,4.6,0.057214,1,0.6961,0.6738230869993773
P32153,18-29,Man,North,Degree,6.9,0.053563,1,0.8527935222672065,0.7485652746153514
P32242,45-59,Man,London,No degree,3.8,0.05165,1,0.8886324786324786,0.7975782928932811
P32246,18-29,Man,North,No degree,8.2,0.034173,1,1.099366515837104,1.1994963209748883
P32263,60+,Man,North,Degree,6.3,0.035381,1,0.9024852071005918,1.2606649450048188
P32276,30-44,Woman,London,No degree,4.6,0.046879,1,1.0373821989528795,0.9239412834314563
P32284,30-44,Man,Scotland/Wales,Degree,8.2,0.052804,1,0.6961,0.7553388210528066
P32319,45-59,Man,North,No degree,7.3,0.043192,1,0.8886324786324786,0.9125361920115775
P32320,30-44,Woman,North,No degree,1.1,0.038239,1,1.0373821989528795,1.0571123461325747
P32327,30-44,Man,North,Degree,4.1,0.057214,1,0.6961,0.6597082290664027
P32360,18-29,Man,North,Degree,3.9,0.053563,1,0.8527935222672065,0.7485652746153514
P32364,45-59,Woman,North,Degree,6.6,0.061237,1,0.6375257731958762,0.5694831182261657
P32403,18-29,Man,South,Degree,3.6,0.053563,1,0.8527935222672065,0.7795868891990588
P32419,60+,Woman,London,Degree,6.9,0.044016,1,0.9024852071005918,1.1018510866192461
P32428,30-44,Woman,Scotland/Wales,No degree,2.0,0.033374,1,1.0373821989528795,1.2103502094829488
P32438,45-59,Man,North,No degree,6.8,0.043192,1,0.8886324786324786,0.9125361920115775
P32456,45-59,Man,North,Degree,6.5,0.061237,1,0.6375257731958762,0.5694831182261657
P32458,45-59,Woman,London,No degree,4.9,0.05165,1,0.8886324786324786,0.7975782928932811
P32482,45-59,Woman,South,No degree,5.5,0.043192,1,0.8886324786324786,0.9503529957055676
P32520,30-44,Woman,Midlands,No degree,5.4,0.038239,1,1.0373821989528795,1.0797299063318317
P32522,30-44,Man,South,No degree,5.3,0.038239,1,1.0373821989528795,1.1009205922340977
P32538,18-29,Woman,London,Degree,5.8,0.060918,1,0.8527935222672065,0.6542638188747341
P32547,18-29,Woman,London,No degree,6.1,0.042779,1,1.099366515837104,1.0483882572438128
P32582,45-59,Woman,South,Degree,5.3,0.061237,1,0.6375257731958762,0.593083312363701
P32636,45-59,Man,North,Degree,6.2,0.061237,1,0.6375257731958762,0.5694831182261657
P32650,45-59,Woman,North,Degree,8.0,0.061237,1,0.6375257731958762,0.5694831182261657
P32668,18-29,Woman,London,Degree,6.6,0.060918,1,0.8527935222672065,0.6542638188747341
P32676,45-59,Woman,North,Degree,8.0,0.061237,1,0.6375257731958762,0.5694831182261657
P32687,30-44,Woman,South,No degree,5.2,0.038239,1,1.0373821989528795,1.1009205922340977
P32739,18-29,Man,London,Degree,9.0,0.060918,1,0.8527935222672065,0.6542638188747341
P32754,30-44,Man,Scotland/Wales,Degree,5.9,0.052804,1,0.6961,0.7553388210528066
P32772,60+,Woman,Midlands,No degree,4.8,0.01841,1,2.3322522522522524,2.0633025070979794
P32780,45-59,Woman,Scotland/Wales,Degree,7.1,0.057214,1,0.6375257731958762,0.6520347756449332
P32887,18-29,Woman,North,No degree,3.9,0.034173,1,1.099366515837104,1.1994963209748883
P32901,30-44,Man,Midlands,Degree,8.4,0.057214,1,0.6961,0.6738230869993773
P32944,60+,Woman,South,No degree,8.0,0.01841,1,2.3322522522522524,2.1037967039270837
P32946,45-59,Man,Scotland/Wales,Degree,5.4,0.057214,1,0.6375257731958762,0.6520347756449332
P32949,45-59,Woman,South,No degree,9.3,0.043192,1,0.8886324786324786,0.9503529957055676
P32958,45-59,Man,London,No degree,9.6,0.05165,1,0.8886324786324786,0.7975782928932811
P33019,60+,Man,South,No degree,4.2,0.01841,1,2.3322522522522524,2.1037967039270837
P33021,45-59,Man,Midlands,Degree,4.5,0.061237,1,0.6375257731958762,0.5816675551557531
P33038,30-44,Man,North,No degree,5.6,0.038239,1,1.0373821989528795,1.0571123461325747
P33088,18-29,Man,South,Degree,3.0,0.053563,1,0.8527935222672065,0.7795868891990588
P33117,30-44,Man,South,No degree,4.7,0.038239,1,1.0373821989528795,1.1009205922340977
P33158,60+,Man,Midlands,No degree,5.2,0.01841,1,2.3322522522522524,2.0633025070979794
P33162,30-44,Woman,South,No degree,9.4,0.038239,1,1.0373821989528795,1.1009205922340977
P33278,45-59,Woman,South,No degree,6.8,0.043192,1,0.8886324786324786,0.9503529957055676
P33310,45-59,Woman,Midlands,Degree,6.8,0.061237,1,0.6375257731958762,0.5816675551557531
P33359,60+,Man,Scotland/Wales,No degree,3.6,0.015204,1,2.3322522522522524,2.312910485342466
P33384,45-59,Man,Midlands,No degree,8.9,0.043192,1,0.8886324786324786,0.9320604576512047
P33439,60+,Woman,London,Degree,4.8,0.044016,1,0.9024852071005918,1.1018510866192461
P33450,45-59,Man,South,No degree,7.3,0.043192,1,0.8886324786324786,0.9503529957055676
P33457,45-59,Man,North,No degree,4.9,0.043192,1,0.8886324786324786,0.9125361920115775
P33460,60+,Woman,Scotland/Wales,No degree,6.4,0.015204,1,2.3322522522522524,2.312910485342466
P33468,60+,Woman,South,No degree,5.6,0.01841,1,2.3322522522522524,2.1037967039270837
P33470,30-44,Man,South,No degree,10.0,0.038239,1,1.0373821989528795,1.1009205922340977
P33535,18-29,Woman,North,Degree,6.0,0.053563,1,0.8527935222672065,0.7485652746153514
P33565,45-59,Man,North,No degree,5.0,0.043192,1,0.8886324786324786,0.9125361920115775
P33588,45-59,Woman,Midlands,Degree,6.8,0.061237,1,0.6375257731958762,0.5816675551557531
P33625,30-44,Woman,South,No degree,8.2,0.038239,1,1.0373821989528795,1.1009205922340977
P33655,45-59,Woman,London,No degree,7.4,0.05165,1,0.8886324786324786,0.7975782928932811
P33680,18-29,Man,North,No degree,6.0,0.034173,1,1.099366515837104,1.1994963209748883
P33710,45-59,Woman,Scotland/Wales,No degree,5.5,0.038239,1,0.8886324786324786,1.0448164522935846
P33715,30-44,Woman,South,Degree,5.2,0.057214,1,0.6961,0.6870474807172545
P33718,60+,Woman,Midlands,Degree,7.4,0.035381,1,0.9024852071005918,1.2876376365915312
P33779,18-29,Woman,Midlands,No degree,5.4,0.034173,1,1.099366515837104,1.2251602727276898
P33795,60+,Woman,London,Degree,7.6,0.044016,1,0.9024852071005918,1.1018510866192461
P33817,30-44,Man,Midlands,No degree,5.8,0.038239,1,1.0373821989528795,1.0797299063318317
P33829,45-59,Woman,North,Degree,7.0,0.061237,1,0.6375257731958762,0.5694831182261657
P33834,30-44,Woman,North,No degree,2.9,0.038239,1,1.0373821989528795,1.0571123461325747
P33886,60+,Woman,Scotland/Wales,No degree,5.2,0.015204,1,2.3322522522522524,2.312910485342466
P33915,30-44,Man,London,No degree,8.1,0.046879,1,1.0373821989528795,0.9239412834314563
P33947,45-59,Man,Midlands,Degree,8.3,0.061237,1,0.6375257731958762,0.5816675551557531
P33969,45-59,Woman,North,Degree,6.1,0.061237,1,0.6375257731958762,0.5694831182261657
P33997,60+,Woman,South,No degree,5.3,0.01841,1,2.3322522522522524,2.1037967039270837
P34051,18-29,Man,North,Degree,4.6,0.053563,1,0.8527935222672065,0.7485652746153514
P34076,18-29,Man,North,No degree,0.8,0.034173,1,1.099366515837104,1.1994963209748883
P34090,60+,Woman,North,Degree,6.6,0.035381,1,0.9024852071005918,1.2606649450048188
P34122,60+,Non-binary / other,North,Degree,8.3,0.035381,1,0.9024852071005918,1.2606649450048188
P34140,60+,Man,South,No degree,8.1,0.01841,1,2.3322522522522524,2.1037967039270837
P34150,30-44,Woman,London,Degree,6.6,0.063968,1,0.6961,0.5766006518454402
P34166,45-59,Woman,Scotland/Wales,No degree,7.1,0.038239,1,0.8886324786324786,1.0448164522935846
P34171,45-59,Man,North,Degree,6.1,0.061237,1,0.6375257731958762,0.5694831182261657
P34197,30-44,Man,London,No degree,7.7,0.046879,1,1.0373821989528795,0.9239412834314563
P34204,45-59,Woman,North,Degree,7.1,0.061237,1,0.6375257731958762,0.5694831182261657
P34216,30-44,Woman,South,Degree,6.8,0.057214,1,0.6961,0.6870474807172545
P34248,60+,Woman,North,Degree,5.7,0.035381,1,0.9024852071005918,1.2606649450048188
P34254,60+,Woman,Midlands,No degree,3.9,0.01841,1,2.3322522522522524,2.0633025070979794
P34268,45-59,Man,Midlands,No degree,6.2,0.043192,1,0.8886324786324786,0.9320604576512047
P34332,30-44,Woman,Midlands,No degree,6.1,0.038239,1,1.0373821989528795,1.0797299063318317
P34335,18-29,Man,North,No degree,6.4,0.034173,1,1.099366515837104,1.1994963209748883
P34362,30-44,Woman,North,No degree,4.7,0.038239,1,1.0373821989528795,1.0571123461325747
P34376,18-29,Woman,London,Degree,3.5,0.060918,1,0.8527935222672065,0.6542638188747341
P34389,30-44,Man,Scotland/Wales,No degree,2.4,0.033374,1,1.0373821989528795,1.2103502094829488
P34440,60+,Man,London,No degree,5.2,0.025101,1,2.3322522522522524,1.7655992997285437
P34453,60+,Man,Midlands,No degree,6.0,0.01841,1,2.3322522522522524,2.0633025070979794
P34528,30-44,Man,Midlands,Degree,5.5,0.057214,1,0.6961,0.6738230869993773
P34591,45-59,Man,South,No degree,8.1,0.043192,1,0.8886324786324786,0.9503529957055676
P34626,18-29,Man,North,Degree,4.4,0.053563,1,0.8527935222672065,0.7485652746153514
P34627,30-44,Man,South,No degree,5.2,0.038239,1,1.0373821989528795,1.1009205922340977
P34685,18-29,Man,London,Degree,4.9,0.060918,1,0.8527935222672065,0.6542638188747341
P34769,45-59,Woman,London,Degree,5.2,0.067212,1,0.6375257731958762,0.49774176327748904
P34775,60+,Man,South,No degree,6.4,0.01841,1,2.3322522522522524,2.1037967039270837
P34788,30-44,Woman,Midlands,Degree,4.0,0.057214,1,0.6961,0.6738230869993773
P34835,45-59,Woman,South,No degree,5.0,0.043192,1,0.8886324786324786,0.9503529957055676
P34849,18-29,Man,South,Degree,5.3,0.053563,1,0.8527935222672065,0.7795868891990588
P34850,45-59,Man,London,No degree,4.2,0.05165,1,0.8886324786324786,0.7975782928932811
P34882,30-44,Woman,North,Degree,6.4,0.057214,1,0.6961,0.6597082290664027
P34958,45-59,Man,London,Degree,5.3,0.067212,1,0.6375257731958762,0.49774176327748904
P34970,45-59,Woman,North,No degree,5.3,0.043192,1,0.8886324786324786,0.9125361920115775
P35005,30-44,Woman,North,Degree,6.0,0.057214,1,0.6961,0.6597082290664027
P35012,30-44,Woman,Midlands,No degree,2.7,0.038239,1,1.0373821989528795,1.0797299063318317
P35035,18-29,Man,Midlands,No degree,5.0,0.034173,1,1.099366515837104,1.2251602727276898
P35084,45-59,Woman,South,No degree,3.8,0.043192,1,0.8886324786324786,0.9503529957055676
P35101,45-59,Woman,North,No degree,5.5,0.043192,1,0.8886324786324786,0.9125361920115775
P35128,60+,Woman,South,No degree,6.9,0.01841,1,2.3322522522522524,2.1037967039270837
P35135,30-44,Woman,North,Degree,4.1,0.057214,1,0.6961,0.6597082290664027
P35158,45-59,Man,London,Degree,5.3,0.067212,1,0.6375257731958762,0.49774176327748904
P35171,30-44,Man,North,No degree,3.7,0.038239,1,1.0373821989528795,1.0571123461325747
P35224,30-44,Woman,North,No degree,5.6,0.038239,1,1.0373821989528795,1.0571123461325747
P35237,30-44,Woman,Midlands,No degree,6.6,0.038239,1,1.0373821989528795,1.0797299063318317
P35266,18-29,Woman,Midlands,No degree,6.4,0.034173,1,1.099366515837104,1.2251602727276898
P35270,60+,Woman,Midlands,No degree,6.7,0.01841,1,2.3322522522522524,2.0633025070979794
P35292,18-29,Woman,North,No degree,3.4,0.034173,1,1.099366515837104,1.1994963209748883
P35353,30-44,Woman,London,No degree,5.9,0.046879,1,1.0373821989528795,0.9239412834314563
P35369,30-44,Man,Midlands,Degree,5.1,0.057214,1,0.6961,0.6738230869993773
P35391,60+,Woman,North,No degree,6.3,0.01841,1,2.3322522522522524,2.0200816345539305
P35411,60+,Man,London,Degree,6.6,0.044016,1,0.9024852071005918,1.1018510866192461
P35413,18-29,Man,Scotland/Wales,Degree,4.5,0.048894,1,0.8527935222672065,0.8570764879031357
P35463,60+,Man,London,Degree,5.0,0.044016,1,0.9024852071005918,1.1018510866192461
P35472,30-44,Man,North,Degree,4.6,0.057214,1,0.6961,0.6597082290664027
P35475,45-59,Woman,Midlands,No degree,5.1,0.043192,1,0.8886324786324786,0.9320604576512047
P35485,45-59,Man,North,No degree,4.4,0.043192,1,0.8886324786324786,0.9125361920115775
P35489,45-59,Woman,North,No degree,4.4,0.043192,1,0.8886324786324786,0.9125361920115775
P35563,60+,Woman,Scotland/Wales,No degree,4.1,0.015204,1,2.3322522522522524,2.312910485342466
P35572,45-59,Man,Scotland/Wales,No degree,6.7,0.038239,1,0.8886324786324786,1.0448164522935846
P35600,18-29,Man,Midlands,No degree,6.9,0.034173,1,1.099366515837104,1.2251602727276898
P35652,45-59,Man,London,No degree,6.8,0.05165,1,0.8886324786324786,0.7975782928932811
P35659,45-59,Woman,North,No degree,4.7,0.043192,1,0.8886324786324786,0.9125361920115775
P35692,60+,Woman,Scotland/Wales,Degree,4.2,0.030629,1,0.9024852071005918,1.4434095731231131
P35715,45-59,Woman,Scotland/Wales,No degree,3.4,0.038239,1,0.8886324786324786,1.0448164522935846
P35767,45-59,Woman,North,No degree,5.0,0.043192,1,0.8886324786324786,0.9125361920115775
P35773,30-44,Woman,South,Degree,7.6,0.057214,1,0.6961,0.6870474807172545
P35775,45-59,Woman,North,No degree,4.9,0.043192,1,0.8886324786324786,0.9125361920115775
P35848,60+,Man,North,Degree,7.3,0.035381,1,0.9024852071005918,1.2606649450048188
P35885,30-44,Man,Scotland/Wales,No degree,5.1,0.033374,1,1.0373821989528795,1.2103502094829488
P35893,30-44,Man,South,No degree,4.4,0.038239,1,1.0373821989528795,1.1009205922340977
P35977,18-29,Man,Midlands,Degree,5.3,0.053563,1,0.8527935222672065,0.7645812829645364
P36025,30-44,Man,Midlands,No degree,2.3,0.038239,1,1.0373821989528795,1.0797299063318317
P36054,18-29,Woman,South,Degree,5.5,0.053563,1,0.8527935222672065,0.7795868891990588
P36055,45-59,Woman,Midlands,No degree,5.6,0.043192,1,0.8886324786324786,0.9320604576512047
P36075,30-44,Man,Scotland/Wales,Degree,5.7,0.052804,1,0.6961,0.7553388210528066
P36097,30-44,Woman,North,Degree,5.1,0.057214,1,0.6961,0.6597082290664027
P36117,30-44,Man,Scotland/Wales,No degree,6.9,0.033374,1,1.0373821989528795,1.2103502094829488
P36134,45-59,Man,Scotland/Wales,No degree,8.5,0.038239,1,0.8886324786324786,1.0448164522935846
P36151,45-59,Man,North,Degree,7.1,0.061237,1,0.6375257731958762,0.5694831182261657
P36162,30-44,Woman,South,Degree,5.4,0.057214,1,0.6961,0.6870474807172545
P36169,30-44,Woman,London,No degree,6.0,0.046879,1,1.0373821989528795,0.9239412834314563
P36234,45-59,Woman,South,No degree,5.2,0.043192,1,0.8886324786324786,0.9503529957055676
P36262,30-44,Woman,South,No degree,7.6,0.038239,1,1.0373821989528795,1.1009205922340977
P36263,60+,Woman,Midlands,Degree,9.6,0.035381,1,0.9024852071005918,1.2876376365915312
P36288,60+,Man,South,Degree,5.7,0.035381,1,0.9024852071005918,1.3129087016541312
P36300,30-44,Man,North,No degree,5.7,0.038239,1,1.0373821989528795,1.0571123461325747
P36375,18-29,Woman,North,Degree,4.3,0.053563,1,0.8527935222672065,0.7485652746153514
P36386,45-59,Man,Scotland/Wales,Degree,5.1,0.057214,1,0.6375257731958762,0.6520347756449332
P36392,45-59,Man,Scotland/Wales,No degree,6.2,0.038239,1,0.8886324786324786,1.0448164522935846
P36408,18-29,Man,Scotland/Wales,No degree,3.9,0.029482,1,1.099366515837104,1.3733740114543207
P36422,30-44,Woman,London,Degree,7.1,0.063968,1,0.6961,0.5766006518454402
P36428,18-29,Man,North,Degree,1.0,0.053563,1,0.8527935222672065,0.7485652746153514
P36436,30-44,Man,South,Degree,5.5,0.057214,1,0.6961,0.6870474807172545
P36470,30-44,Woman,South,Degree,6.0,0.057214,1,0.6961,0.6870474807172545
P36473,45-59,Woman,North,No degree,4.2,0.043192,1,0.8886324786324786,0.9125361920115775
P36509,30-44,Man,Midlands,Degree,5.8,0.057214,1,0.6961,0.6738230869993773
P36545,18-29,Man,North,No degree,3.5,0.034173,1,1.099366515837104,1.1994963209748883
P36565,45-59,Woman,South,Degree,7.3,0.061237,1,0.6375257731958762,0.593083312363701
P36592,30-44,Woman,North,No degree,6.2,0.038239,1,1.0373821989528795,1.0571123461325747
P36625,45-59,Woman,South,No degree,10.0,0.043192,1,0.8886324786324786,0.9503529957055676
P36644,30-44,Woman,London,No degree,4.7,0.046879,1,1.0373821989528795,0.9239412834314563
P36757,45-59,Woman,London,No degree,5.7,0.05165,1,0.8886324786324786,0.7975782928932811
P36767,45-59,Woman,Scotland/Wales,No degree,5.3,0.038239,1,0.8886324786324786,1.0448164522935846
P36781,45-59,Man,Midlands,Degree,6.2,0.061237,1,0.6375257731958762,0.5816675551557531
P36787,30-44,Woman,Midlands,No degree,5.1,0.038239,1,1.0373821989528795,1.0797299063318317
P36848,30-44,Man,South,Degree,4.5,0.057214,1,0.6961,0.6870474807172545
P36888,45-59,Woman,North,No degree,5.6,0.043192,1,0.8886324786324786,0.9125361920115775
P36891,18-29,Woman,London,Degree,6.8,0.060918,1,0.8527935222672065,0.6542638188747341
P36903,30-44,Woman,London,No degree,9.1,0.046879,1,1.0373821989528795,0.9239412834314563
P36914,18-29,Woman,Midlands,No degree,4.5,0.034173,1,1.099366515837104,1.2251602727276898
P36923,45-59,Man,South,No degree,6.3,0.043192,1,0.8886324786324786,0.9503529957055676
P36944,30-44,Man,South,Degree,8.9,0.057214,1,0.6961,0.6870474807172545
P36967,30-44,Man,London,No degree,6.0,0.046879,1,1.0373821989528795,0.9239412834314563
P37020,30-44,Man,Midlands,Degree,6.1,0.057214,1,0.6961,0.6738230869993773
P37040,18-29,Woman,South,Degree,5.7,0.053563,1,0.8527935222672065,0.7795868891990588
P37053,45-59,Woman,Midlands,No degree,7.9,0.043192,1,0.8886324786324786,0.9320604576512047
P37054,18-29,Woman,South,No degree,7.6,0.034173,1,1.099366515837104,1.249205162442292
P37085,30-44,Woman,Scotland/Wales,No degree,5.8,0.033374,1,1.0373821989528795,1.2103502094829488
P37103,18-29,Man,North,No degree,6.3,0.034173,1,1.099366515837104,1.1994963209748883
P37230,30-44,Man,North,Degree,6.2,0.057214,1,0.6961,0.6597082290664027
P37240,60+,Man,Midlands,No degree,9.3,0.01841,1,2.3322522522522524,2.0633025070979794
P37248,18-29,Woman,North,No degree,6.7,0.034173,1,1.099366515837104,1.1994963209748883
P37262,45-59,Man,North,No degree,3.9,0.043192,1,0.8886324786324786,0.9125361920115775
P37278,60+,Woman,North,Degree,6.3,0.035381,1,0.9024852071005918,1.2606649450048188
P37355,45-59,Non-binary / other,London,No degree,7.7,0.05165,1,0.8886324786324786,0.7975782928932811
P37357,30-44,Man,Midlands,Degree,5.3,0.057214,1,0.6961,0.6738230869993773
